p_z,p_n,p_symbol,p_energy,d_z,d_n,d_symbol,bin_en,dn_de,unc_dn_de,dn_de_nu,unc_dn_de_nu,extraction_date
9,9,F,0,8,10,O,256,0.00252609,0.00000153296,0.00175073,0.0000035742,2026-07-09
9,9,F,0,8,10,O,258,0.00251903,0.00000148611,0.00176774,0.00000359673,2026-07-09
9,9,F,0,8,10,O,260,0.00251173,0.00000143892,0.00178465,0.00000361873,2026-07-09
9,9,F,0,8,10,O,262,0.0025042,0.00000139139,0.00180147,0.00000364018,2026-07-09
9,9,F,0,8,10,O,264,0.00249644,0.00000134352,0.0018182,0.00000366108,2026-07-09
9,9,F,0,8,10,O,266,0.00248844,0.00000129533,0.00183483,0.00000368142,2026-07-09
9,9,F,0,8,10,O,268,0.00248022,0.00000124683,0.00185136,0.00000370119,2026-07-09
9,9,F,0,8,10,O,270,0.00247177,0.00000119803,0.00186778,0.00000372038,2026-07-09
9,9,F,0,8,10,O,272,0.00246309,0.00000114893,0.00188409,0.00000373898,2026-07-09
9,9,F,0,8,10,O,274,0.0024542,0.00000109956,0.0019003,0.00000375699,2026-07-09
9,9,F,0,8,10,O,276,0.00244509,0.00000104991,0.00191639,0.00000377439,2026-07-09
9,9,F,0,8,10,O,278,0.00243576,0.000001,0.00193237,0.00000379117,2026-07-09
9,9,F,0,8,10,O,280,0.00242621,0.000000949847,0.00194823,0.00000380734,2026-07-09
9,9,F,0,8,10,O,282,0.00241646,0.000000899451,0.00196397,0.00000382287,2026-07-09
9,9,F,0,8,10,O,284,0.00240649,0.000000848825,0.00197958,0.00000383776,2026-07-09
9,9,F,0,8,10,O,286,0.00239632,0.000000797981,0.00199507,0.00000385201,2026-07-09
9,9,F,0,8,10,O,288,0.00238594,0.000000746928,0.00201043,0.00000386559,2026-07-09
9,9,F,0,8,10,O,290,0.00237536,0.000000695678,0.00202566,0.00000387851,2026-07-09
9,9,F,0,8,10,O,292,0.00236458,0.000000644241,0.00204076,0.00000389076,2026-07-09
9,9,F,0,8,10,O,294,0.0023536,0.000000592627,0.00205572,0.00000390232,2026-07-09
9,9,F,0,8,10,O,296,0.00234242,0.000000540848,0.00207054,0.00000391319,2026-07-09
9,9,F,0,8,10,O,298,0.00233106,0.000000488915,0.00208522,0.00000392336,2026-07-09
9,9,F,0,8,10,O,300,0.0023195,0.000000436837,0.00209976,0.00000393282,2026-07-09
9,9,F,0,8,10,O,302,0.00230775,0.000000384625,0.00211414,0.00000394156,2026-07-09
9,9,F,0,8,10,O,304,0.00229582,0.000000332292,0.00212838,0.00000394958,2026-07-09
9,9,F,0,8,10,O,306,0.00228371,0.000000279847,0.00214247,0.00000395687,2026-07-09
9,9,F,0,8,10,O,308,0.00227141,0.000000227302,0.0021564,0.00000396341,2026-07-09
9,9,F,0,8,10,O,310,0.00225893,0.000000174667,0.00217018,0.0000039692,2026-07-09
9,9,F,0,8,10,O,312,0.00224628,0.000000121953,0.0021838,0.00000397423,2026-07-09
9,9,F,0,8,10,O,314,0.00223346,0.0000000691729,0.00219725,0.00000397849,2026-07-09
